UNIDADE;CIDADE;UF;Mês/Ano;Qtde Cereais (kg);Valor Cereais (R$);Qtde Hortigranjeiros (kg);Valor Hortigranjeiros (R$);Qtde Produtos Diversos (kg);Valor Produtos Diversos (R$);Soma (kg);Soma (R$)
CEAGESP-Araçatuba;Araçatuba;SP;06/2015;0;0,00;1.480.246;393.531,57;0;0,00;1.480.246;393.531,57
CEAGESP-Araçatuba;Araçatuba;SP;06/2014;0;0,00;1.723.934;3.939.873,16;0;0,00;1.723.934;3.939.873,16
CEAGESP-Araçatuba;Araçatuba;SP;05/2015;0;0,00;1.396.924;3.956.143,84;0;0,00;1.396.924;3.956.143,84
CEAGESP-Araçatuba;Araçatuba;SP;05/2014;0;0,00;1.738.635;5.067.925,32;0;0,00;1.738.635;5.067.925,32
CEAGESP-Araçatuba;Araçatuba;SP;04/2015;0;0,00;1.391.686;3.960.207,95;0;0,00;1.391.686;3.960.207,95
CEAGESP-Araçatuba;Araçatuba;SP;03/2015;0;0,00;1.799.392;4.651.355,21;0;0,00;1.799.392;4.651.355,21
CEAGESP-Araçatuba;Araçatuba;SP;12/2015;0;0,00;1.506.261;4.766.737,13;0;0,00;1.506.261;4.766.737,13
CEAGESP-Araçatuba;Araçatuba;SP;01/2016;0;0,00;1.404.850;4.464.782,12;0;0,00;1.404.850;4.464.782,12
CEAGESP-Araçatuba;Araçatuba;SP;01/2017;0;0,00;1.910.239;4.783.220,29;0;0,00;1.910.239;4.783.220,29
CEAGESP-Araçatuba;Araçatuba;SP;11/2016;0;0,00;1.241.869;4.127.413,11;0;0,00;1.241.869;4.127.413,11
CEAGESP-Araçatuba;Araçatuba;SP;10/2016;0;0,00;1.385.758;4.584.954,78;0;0,00;1.385.758;4.584.954,78
CEAGESP-Araçatuba;Araçatuba;SP;09/2016;0;0,00;1.732.974;5.298.928,98;0;0,00;1.732.974;5.298.928,98
CEAGESP-Araçatuba;Araçatuba;SP;08/2017;0;0,00;2.134.048;5.425.844,90;0;0,00;2.134.048;5.425.844,90
CEAGESP-Araçatuba;Araçatuba;SP;08/2016;0;0,00;1.783.089;4.934.291,91;0;0,00;1.783.089;4.934.291,91
CEAGESP-Araçatuba;Araçatuba;SP;07/2017;0;0,00;1.724.878;4.463.164,97;0;0,00;1.724.878;4.463.164,97
CEAGESP-Araçatuba;Araçatuba;SP;07/2016;0;0,00;1.705.507;4.612.051,91;0;0,00;1.705.507;4.612.051,91
CEAGESP-Araçatuba;Araçatuba;SP;06/2017;0;0,00;1.899.490;4.887.087,92;0;0,00;1.899.490;4.887.087,92
CEAGESP-Araçatuba;Araçatuba;SP;06/2016;0;0,00;1.742.106;4.988.802,09;0;0,00;1.742.106;4.988.802,09
CEAGESP-Araçatuba;Araçatuba;SP;05/2017;0;0,00;2.125.820;5.641.610,63;0;0,00;2.125.820;5.641.610,63
CEAGESP-Araçatuba;Araçatuba;SP;05/2016;0;0,00;1.425.824;4.696.397,94;0;0,00;1.425.824;4.696.397,94
CEAGESP-Araçatuba;Araçatuba;SP;04/2017;0;0,00;1.863.254;5.569.197,93;0;0,00;1.863.254;5.569.197,93
CEAGESP-Araçatuba;Araçatuba;SP;04/2016;0;0,00;1.728.802;5.856.910,65;0;0,00;1.728.802;5.856.910,65
CEAGESP-Araçatuba;Araçatuba;SP;03/2017;0;0,00;2.136.806;6.031.432,23;0;0,00;2.136.806;6.031.432,23
CEAGESP-Araçatuba;Araçatuba;SP;03/2016;0;0,00;1.291.182;4.352.056,46;0;0,00;1.291.182;4.352.056,46
CEAGESP-Araçatuba;Araçatuba;SP;02/2017;0;0,00;1.918.347;4.609.121,31;0;0,00;1.918.347;4.609.121,31
CEAGESP-Araçatuba;Araçatuba;SP;02/2016;0;0,00;1.326.178;4.257.678,59;0;0,00;1.326.178;4.257.678,59
CEAGESP-Araçatuba;Araçatuba;SP;12/2016;0;0,00;1.861.883;5.357.048,48;0;0,00;1.861.883;5.357.048,48
CEAGESP-Araçatuba;Araçatuba;SP;01/2018;0;0,00;2.366.561;7.175.837,69;0;0,00;2.366.561;7.175.837,69
CEAGESP-Araçatuba;Araçatuba;SP;01/2019;0;0,00;2.134.542;5.928.336,64;0;0,00;2.134.542;5.928.336,64
CEAGESP-Araçatuba;Araçatuba;SP;12/2017;0;0,00;1.912.475;5.004.914,69;0;0,00;1.912.475;5.004.914,69
CEAGESP-Araçatuba;Araçatuba;SP;11/2018;0;0,00;2.173.855;6.301.105,53;0;0,00;2.173.855;6.301.105,53
CEAGESP-Araçatuba;Araçatuba;SP;11/2017;0;0,00;1.925.032;4.613.853,11;0;0,00;1.925.032;4.613.853,11
CEAGESP-Araçatuba;Araçatuba;SP;10/2018;0;0,00;2.306.191;6.890.510,00;0;0,00;2.306.191;6.890.510,00
CEAGESP-Araçatuba;Araçatuba;SP;10/2017;0;0,00;1.815.563;4.683.489,60;0;0,00;1.815.563;4.683.489,60
CEAGESP-Araçatuba;Araçatuba;SP;09/2018;0;0,00;2.295.703;5.593.875,12;0;0,00;2.295.703;5.593.875,12
CEAGESP-Araçatuba;Araçatuba;SP;09/2017;0;0,00;1.763.389;4.508.442,68;0;0,00;1.763.389;4.508.442,68
CEAGESP-Araçatuba;Araçatuba;SP;08/2018;0;0,00;1.950.080;4.782.662,51;0;0,00;1.950.080;4.782.662,51
CEAGESP-Araçatuba;Araçatuba;SP;07/2018;0;0,00;2.044.261;5.023.095,35;0;0,00;2.044.261;5.023.095,35
CEAGESP-Araçatuba;Araçatuba;SP;06/2018;0;0,00;2.130.190;5.740.481,25;0;0,00;2.130.190;5.740.481,25
CEAGESP-Araçatuba;Araçatuba;SP;05/2018;0;0,00;1.894.072;5.497.774,98;0;0,00;1.894.072;5.497.774,98
CEAGESP-Araçatuba;Araçatuba;SP;04/2019;0;0,00;1.674.798;6.148.719,06;0;0,00;1.674.798;6.148.719,06
CEAGESP-Araçatuba;Araçatuba;SP;04/2018;0;0,00;1.992.002;5.703.283,08;0;0,00;1.992.002;5.703.283,08
CEAGESP-Araçatuba;Araçatuba;SP;03/2019;0;0,00;1.851.491;6.493.272,34;0;0,00;1.851.491;6.493.272,34
CEAGESP-Araçatuba;Araçatuba;SP;03/2018;0;0,00;2.182.654;6.386.459,54;0;0,00;2.182.654;6.386.459,54
CEAGESP-Araçatuba;Araçatuba;SP;02/2019;0;0,00;1.972.356;5.726.861,08;0;0,00;1.972.356;5.726.861,08
CEAGESP-Araçatuba;Araçatuba;SP;02/2018;0;0,00;1.927.655;5.704.231,63;0;0,00;1.927.655;5.704.231,63
CEAGESP-Araçatuba;Araçatuba;SP;12/2018;0;0,00;2.537.509;7.933.063,07;0;0,00;2.537.509;7.933.063,07
CEAGESP-Araçatuba;Araçatuba;SP;01/2020;0;0,00;1.923.537;5.662.483,89;0;0,00;1.923.537;5.662.483,89
CEAGESP-Araçatuba;Araçatuba;SP;02/2020;0;0,00;1.978.307;5.995.962,73;0;0,00;1.978.307;5.995.962,73
CEAGESP-Araçatuba;Araçatuba;SP;12/2019;0;0,00;1.683.773;4.637.354,83;0;0,00;1.683.773;4.637.354,83
CEAGESP-Araçatuba;Araçatuba;SP;11/2020;0;0,00;1.809.887;6.563.265,09;0;0,00;1.809.887;6.563.265,09
CEAGESP-Araçatuba;Araçatuba;SP;11/2019;0;0,00;1.766.673;5.385.781,84;0;0,00;1.766.673;5.385.781,84
CEAGESP-Araçatuba;Araçatuba;SP;10/2020;0;0,00;1.763.347;6.169.256,58;0;0,00;1.763.347;6.169.256,58
CEAGESP-Araçatuba;Araçatuba;SP;10/2019;0;0,00;1.719.076;5.156.802,03;0;0,00;1.719.076;5.156.802,03
CEAGESP-Araçatuba;Araçatuba;SP;09/2020;0;0,00;1.785.936;5.227.076,80;0;0,00;1.785.936;5.227.076,80
CEAGESP-Araçatuba;Araçatuba;SP;09/2019;0;0,00;1.777.028;5.345.104,33;0;0,00;1.777.028;5.345.104,33
CEAGESP-Araçatuba;Araçatuba;SP;08/2020;0;0,00;1.769.822;5.456.920,83;0;0,00;1.769.822;5.456.920,83
CEAGESP-Araçatuba;Araçatuba;SP;08/2019;0;0,00;1.798.791;5.664.617,16;0;0,00;1.798.791;5.664.617,16
CEAGESP-Araçatuba;Araçatuba;SP;07/2020;0;0,00;1.842.070;5.087.288,57;0;0,00;1.842.070;5.087.288,57
CEAGESP-Araçatuba;Araçatuba;SP;07/2019;0;0,00;1.952.379;6.160.836,23;0;0,00;1.952.379;6.160.836,23
CEAGESP-Araçatuba;Araçatuba;SP;06/2020;0;0,00;1.767.978;4.860.928,76;0;0,00;1.767.978;4.860.928,76
CEAGESP-Araçatuba;Araçatuba;SP;06/2019;0;0,00;1.710.835;5.556.534,85;0;0,00;1.710.835;5.556.534,85
CEAGESP-Araçatuba;Araçatuba;SP;05/2020;0;0,00;1.916.943;5.904.619,52;0;0,00;1.916.943;5.904.619,52
CEAGESP-Araçatuba;Araçatuba;SP;05/2019;0;0,00;2.009.941;6.402.959,76;0;0,00;2.009.941;6.402.959,76
CEAGESP-Araçatuba;Araçatuba;SP;04/2020;0;0,00;1.817.306;5.709.742,99;0;0,00;1.817.306;5.709.742,99
CEAGESP-Araçatuba;Araçatuba;SP;03/2020;0;0,00;1.749.770;5.594.036,25;0;0,00;1.749.770;5.594.036,25
CEAGESP-Araçatuba;Araçatuba;SP;12/2020;0;0,00;2.116.121;7.820.648,00;0;0,00;2.116.121;7.820.648,00
CEAGESP-Araraquara;Araraquara;SP;01/2009;0.0;0,00;4.028.562;5.194.338,89;0.0;0,00;4.028.562;5.194.338,89
CEAGESP-Araraquara;Araraquara;SP;10/2009;0.0;0,00;4.122.564;5.986.121,80;0.0;0,00;4.122.564;5.986.121,80
CEAGESP-Araraquara;Araraquara;SP;09/2009;0.0;0,00;3.867.964;5.567.201,18;0.0;0,00;3.867.964;5.567.201,18
CEAGESP-Araraquara;Araraquara;SP;08/2021;0.0;0,00;1.501.952;5.227.646,53;0.0;0,00;1.501.952;5.227.646,53
CEAGESP-Araraquara;Araraquara;SP;08/2009;0.0;0,00;3.877.590;5.410.703,26;0.0;0,00;3.877.590;5.410.703,26
CEAGESP-Araraquara;Araraquara;SP;07/2021;0.0;0,00;1.329.626;3.927.613,16;0.0;0,00;1.329.626;3.927.613,16
CEAGESP-Araraquara;Araraquara;SP;07/2009;0.0;0,00;3.470.628;4.350.941,76;0.0;0,00;3.470.628;4.350.941,76
CEAGESP-Araraquara;Araraquara;SP;06/2021;0.0;0,00;1.433.918;4.297.665,51;0.0;0,00;1.433.918;4.297.665,51
CEAGESP-Araraquara;Araraquara;SP;06/2009;0.0;0,00;3.161.548;4.165.265,96;0.0;0,00;3.161.548;4.165.265,96
CEAGESP-Araraquara;Araraquara;SP;05/2021;0.0;0,00;1.501.516;4.869.733,32;0.0;0,00;1.501.516;4.869.733,32
CEAGESP-Araraquara;Araraquara;SP;05/2009;0.0;0,00;3.723.876;4.985.598,31;0.0;0,00;3.723.876;4.985.598,31
CEAGESP-Araraquara;Araraquara;SP;04/2021;0.0;0,00;1.612.858;5.664.322,89;0.0;0,00;1.612.858;5.664.322,89
CEAGESP-Araraquara;Araraquara;SP;04/2009;0.0;0,00;3.218.434;4.587.421,28;0.0;0,00;3.218.434;4.587.421,28
CEAGESP-Araraquara;Araraquara;SP;03/2021;0.0;0,00;2.028.030;7.083.015,92;0.0;0,00;2.028.030;7.083.015,92
CEAGESP-Araraquara;Araraquara;SP;03/2009;0.0;0,00;3.807.970;5.158.219,00;0.0;0,00;3.807.970;5.158.219,00
CEAGESP-Araraquara;Araraquara;SP;02/2021;0.0;0,00;1.840.170;6.465.950,09;0.0;0,00;1.840.170;6.465.950,09
CEAGESP-Araraquara;Araraquara;SP;02/2009;0.0;0,00;3.658.111;4.712.208,61;0.0;0,00;3.658.111;4.712.208,61
CEAGESP-Araraquara;Araraquara;SP;01/2010;0;0,00;4.274.484;6.123.657,92;0;0,00;4.274.484;6.123.657,92
CEAGESP-Araraquara;Araraquara;SP;01/2011;0;0,00;3.782.270;5.072.329,71;0;0,00;3.782.270;5.072.329,71
CEAGESP-Araraquara;Araraquara;SP;12/2009;0;0,00;4.624.705;7.290.215,21;0;0,00;4.624.705;7.290.215,21
CEAGESP-Araraquara;Araraquara;SP;11/2010;0;0,00;3.955.775;4.951.946,68;0;0,00;3.955.775;4.951.946,68
CEAGESP-Araraquara;Araraquara;SP;11/2009;0;0,00;4.392.267;6.796.757,50;0;0,00;4.392.267;6.796.757,50
CEAGESP-Araraquara;Araraquara;SP;10/2010;0;0,00;3.981.126;5.076.370,72;0;0,00;3.981.126;5.076.370,72
CEAGESP-Araraquara;Araraquara;SP;09/2010;0;0,00;3.880.318;4.659.379,48;0;0,00;3.880.318;4.659.379,48
CEAGESP-Araraquara;Araraquara;SP;08/2010;0;0,00;3.799.754;4.479.935,21;0;0,00;3.799.754;4.479.935,21
CEAGESP-Araraquara;Araraquara;SP;07/2010;0;0,00;3.720.816;4.419.062,32;0;0,00;3.720.816;4.419.062,32
CEAGESP-Araraquara;Araraquara;SP;06/2011;0;0,00;3.848.942;5.001.451,45;0;0,00;3.848.942;5.001.451,45
CEAGESP-Araraquara;Araraquara;SP;06/2010;0;0,00;3.441.612;4.680.836,25;0;0,00;3.441.612;4.680.836,25
CEAGESP-Araraquara;Araraquara;SP;05/2011;0;0,00;4.052.954;5.646.225,64;0;0,00;4.052.954;5.646.225,64
CEAGESP-Araraquara;Araraquara;SP;05/2010;0;0,00;3.696.237;5.340.510,36;0;0,00;3.696.237;5.340.510,36
CEAGESP-Araraquara;Araraquara;SP;04/2011;0;0,00;4.424.840;6.514.623,50;0;0,00;4.424.840;6.514.623,50
CEAGESP-Araraquara;Araraquara;SP;04/2010;0;0,00;3.569.795;5.465.858,35;0;0,00;3.569.795;5.465.858,35
CEAGESP-Araraquara;Araraquara;SP;03/2011;0;0,00;4.225.830;5.932.434,64;0;0,00;4.225.830;5.932.434,64
CEAGESP-Araraquara;Araraquara;SP;03/2010;0;0,00;4.412.273;6.632.658,79;0;0,00;4.412.273;6.632.658,79
CEAGESP-Araraquara;Araraquara;SP;02/2011;0;0,00;3.822.995;5.284.087,77;0;0,00;3.822.995;5.284.087,77
CEAGESP-Araraquara;Araraquara;SP;02/2010;0;0,00;3.814.263;5.509.130,20;0;0,00;3.814.263;5.509.130,20
CEAGESP-Araraquara;Araraquara;SP;12/2010;0;0,00;4.586.543;6.306.902,65;0;0,00;4.586.543;6.306.902,65
CEAGESP-Araraquara;Araraquara;SP;01/2012;0;0,00;3.291.018;4.847.381,93;0;0,00;3.291.018;4.847.381,93
CEAGESP-Araraquara;Araraquara;SP;01/2013;0;0,00;2.824.551;5.644.891,50;0;0,00;2.824.551;5.644.891,50
CEAGESP-Araraquara;Araraquara;SP;12/2011;0;0,00;3.977.998;5.634.857,90;0;0,00;3.977.998;5.634.857,90
CEAGESP-Araraquara;Araraquara;SP;11/2012;0;0,00;2.340.453;3.948.209,00;0;0,00;2.340.453;3.948.209,00
CEAGESP-Araraquara;Araraquara;SP;11/2011;0;0,00;3.760.947;5.242.857,10;0;0,00;3.760.947;5.242.857,10
CEAGESP-Araraquara;Araraquara;SP;10/2012;0;0,00;2.592.032;4.193.676,00;0;0,00;2.592.032;4.193.676,00
CEAGESP-Araraquara;Araraquara;SP;10/2011;0;0,00;3.894.106;5.505.375,55;0;0,00;3.894.106;5.505.375,55
CEAGESP-Araraquara;Araraquara;SP;09/2012;0;0,00;2.013.256;3.546.729,00;0;0,00;2.013.256;3.546.729,00
CEAGESP-Araraquara;Araraquara;SP;09/2011;0;0,00;4.018.296;5.571.119,48;0;0,00;4.018.296;5.571.119,48
CEAGESP-Araraquara;Araraquara;SP;08/2012;0;0,00;2.542.085;4.392.045,50;0;0,00;2.542.085;4.392.045,50
CEAGESP-Araraquara;Araraquara;SP;08/2011;0;0,00;4.144.369;5.697.656,70;0;0,00;4.144.369;5.697.656,70
CEAGESP-Araraquara;Araraquara;SP;07/2012;0;0,00;2.422.496;4.038.877,50;0;0,00;2.422.496;4.038.877,50
CEAGESP-Araraquara;Araraquara;SP;07/2011;0;0,00;3.878.955;5.036.016,06;0;0,00;3.878.955;5.036.016,06
CEAGESP-Araraquara;Araraquara;SP;06/2012;0;0,00;2.895.257;4.533.152,00;0;0,00;2.895.257;4.533.152,00
CEAGESP-Araraquara;Araraquara;SP;05/2012;0;0,00;3.312.826;4.802.267,00;0;0,00;3.312.826;4.802.267,00
CEAGESP-Araraquara;Araraquara;SP;04/2012;0;0,00;2.814.006;3.966.550,00;0;0,00;2.814.006;3.966.550,00
CEAGESP-Araraquara;Araraquara;SP;03/2012;0;0,00;3.259.081;4.674.311,70;0;0,00;3.259.081;4.674.311,70
CEAGESP-Araraquara;Araraquara;SP;02/2013;0;0,00;2.988.625;5.533.753,80;0;0,00;2.988.625;5.533.753,80
CEAGESP-Araraquara;Araraquara;SP;02/2012;0;0,00;3.544.766;4.975.054,50;0;0,00;3.544.766;4.975.054,50
CEAGESP-Araraquara;Araraquara;SP;12/2012;0;0,00;2.540.346;4.731.337,00;0;0,00;2.540.346;4.731.337,00
CEAGESP-Araraquara;Araraquara;SP;01/2014;0;0,00;3.361.329;5.998.924,97;0;0,00;3.361.329;5.998.924,97
CEAGESP-Araraquara;Araraquara;SP;02/2014;0;0,00;2.867.507;5.444.445,63;0;0,00;2.867.507;5.444.445,63
CEAGESP-Araraquara;Araraquara;SP;11/2013;0;0,00;3.266.658;5.641.958,00;0;0,00;3.266.658;5.641.958,00
CEAGESP-Araraquara;Araraquara;SP;10/2014;0;0,00;5.226.131;8.605.437,00;0;0,00;5.226.131;8.605.437,00
CEAGESP-Araraquara;Araraquara;SP;10/2013;0;0,00;3.128.407;5.206.562,32;0;0,00;3.128.407;5.206.562,32
CEAGESP-Araraquara;Araraquara;SP;09/2014;0;0,00;3.974.313;6.644.881,00;0;0,00;3.974.313;6.644.881,00
CEAGESP-Araraquara;Araraquara;SP;09/2013;0;0,00;3.166.127;5.077.758,00;0;0,00;3.166.127;5.077.758,00
CEAGESP-Araraquara;Araraquara;SP;08/2014;0;0,00;5.104.861;7.685.701,80;0;0,00;5.104.861;7.685.701,80
CEAGESP-Araraquara;Araraquara;SP;08/2013;0;0,00;2.918.007;4.853.737,20;0;0,00;2.918.007;4.853.737,20
CEAGESP-Araraquara;Araraquara;SP;07/2014;0;0,00;4.362.741;6.919.291,50;0;0,00;4.362.741;6.919.291,50
CEAGESP-Araraquara;Araraquara;SP;07/2013;0;0,00;2.849.809;4.789.394,50;0;0,00;2.849.809;4.789.394,50
CEAGESP-Araraquara;Araraquara;SP;06/2014;0;0,00;3.884.931;6.605.328,00;0;0,00;3.884.931;6.605.328,00
CEAGESP-Araraquara;Araraquara;SP;06/2013;0;0,00;2.434.099;4.557.575,00;0;0,00;2.434.099;4.557.575,00
CEAGESP-Araraquara;Araraquara;SP;05/2014;0;0,00;2.759.226;5.921.390,08;0;0,00;2.759.226;5.921.390,08
CEAGESP-Araraquara;Araraquara;SP;05/2013;0;0,00;2.846.795;5.790.448,00;0;0,00;2.846.795;5.790.448,00
CEAGESP-Araraquara;Araraquara;SP;04/2014;0;0,00;2.812.511;6.334.399,00;0;0,00;2.812.511;6.334.399,00
CEAGESP-Araraquara;Araraquara;SP;04/2013;0;0,00;2.763.606;5.628.346,30;0;0,00;2.763.606;5.628.346,30
CEAGESP-Araraquara;Araraquara;SP;03/2014;0;0,00;2.783.618;5.891.538,40;0;0,00;2.783.618;5.891.538,40
CEAGESP-Araraquara;Araraquara;SP;03/2013;0;0,00;2.900.718;5.847.848,10;0;0,00;2.900.718;5.847.848,10
CEAGESP-Araraquara;Araraquara;SP;12/2013;0;0,00;3.865.820;6.827.024,00;0;0,00;3.865.820;6.827.024,00
CEAGESP-Araraquara;Araraquara;SP;01/2015;0;0,00;4.824.168;10.739.453,00;0;0,00;4.824.168;10.739.453,00
CEAGESP-Araraquara;Araraquara;SP;01/2016;0;0,00;3.480.122;10.787.655,90;0;0,00;3.480.122;10.787.655,90
CEAGESP-Araraquara;Araraquara;SP;12/2014;0;0,00;5.659.980;11.924.476,02;0;0,00;5.659.980;11.924.476,02
CEAGESP-Araraquara;Araraquara;SP;11/2015;0;0,00;4.036.161;9.687.931,10;0;0,00;4.036.161;9.687.931,10
CEAGESP-Araraquara;Araraquara;SP;11/2014;0;0,00;4.394.956;8.321.471,50;0;0,00;4.394.956;8.321.471,50
CEAGESP-Araraquara;Araraquara;SP;09/2015;0;0,00;3.685.803;7.579.562,00;0;0,00;3.685.803;7.579.562,00
CEAGESP-Araraquara;Araraquara;SP;08/2015;0;0,00;3.668.872;7.617.280,22;0;0,00;3.668.872;7.617.280,22
CEAGESP-Araraquara;Araraquara;SP;07/2016;0;0,00;3.140.991;7.607.589,40;0;0,00;3.140.991;7.607.589,40
CEAGESP-Araraquara;Araraquara;SP;07/2015;0;0,00;3.978.039;8.902.121,62;0;0,00;3.978.039;8.902.121,62
CEAGESP-Araraquara;Araraquara;SP;06/2016;0;0,00;3.251.876;8.582.406,90;0;0,00;3.251.876;8.582.406,90
CEAGESP-Araraquara;Araraquara;SP;06/2015;0;0,00;3.865.109;8.606.703,60;0;0,00;3.865.109;8.606.703,60
CEAGESP-Araraquara;Araraquara;SP;05/2016;0;0,00;3.357.221;9.869.255,70;0;0,00;3.357.221;9.869.255,70
CEAGESP-Araraquara;Araraquara;SP;05/2015;0;0,00;4.145.114;9.136.860,00;0;0,00;4.145.114;9.136.860,00
CEAGESP-Araraquara;Araraquara;SP;04/2016;0;0,00;3.943.006;11.088.761,00;0;0,00;3.943.006;11.088.761,00
CEAGESP-Araraquara;Araraquara;SP;04/2015;0;0,00;4.540.253;9.850.895,64;0;0,00;4.540.253;9.850.895,64
CEAGESP-Araraquara;Araraquara;SP;03/2016;0;0,00;3.726.689;10.507.172,80;0;0,00;3.726.689;10.507.172,80
CEAGESP-Araraquara;Araraquara;SP;03/2015;0;0,00;4.600.175;9.892.654,00;0;0,00;4.600.175;9.892.654,00
CEAGESP-Araraquara;Araraquara;SP;02/2016;0;0,00;3.621.625;9.906.795,30;0;0,00;3.621.625;9.906.795,30
CEAGESP-Araraquara;Araraquara;SP;02/2015;0;0,00;4.207.393;9.003.251,50;0;0,00;4.207.393;9.003.251,50
CEAGESP-Araraquara;Araraquara;SP;12/2015;0;0,00;4.100.183;11.083.668,60;0;0,00;4.100.183;11.083.668,60
CEAGESP-Araraquara;Araraquara;SP;01/2017;0;0,00;3.976.226;8.354.855,40;0;0,00;3.976.226;8.354.855,40
CEAGESP-Araraquara;Araraquara;SP;01/2018;0;0,00;4.017.190;10.239.865,70;0;0,00;4.017.190;10.239.865,70
CEAGESP-Araraquara;Araraquara;SP;12/2016;0;0,00;4.089.679;9.251.587,40;0;0,00;4.089.679;9.251.587,40
CEAGESP-Araraquara;Araraquara;SP;11/2017;0;0,00;3.921.650;8.216.490,33;0;0,00;3.921.650;8.216.490,33
CEAGESP-Araraquara;Araraquara;SP;11/2016;0;0,00;3.846.875;8.790.140,10;0;0,00;3.846.875;8.790.140,10
CEAGESP-Araraquara;Araraquara;SP;10/2017;0;0,00;4.137.753;9.225.526,20;0;0,00;4.137.753;9.225.526,20
CEAGESP-Araraquara;Araraquara;SP;10/2016;0;0,00;3.709.664;8.703.012,30;0;0,00;3.709.664;8.703.012,30
CEAGESP-Araraquara;Araraquara;SP;09/2017;0;0,00;3.776.726;7.915.078,10;0;0,00;3.776.726;7.915.078,10
CEAGESP-Araraquara;Araraquara;SP;09/2016;0;0,00;3.329.675;7.622.659,40;0;0,00;3.329.675;7.622.659,40
CEAGESP-Araraquara;Araraquara;SP;08/2017;0;0,00;3.339.902;6.996.511,00;0;0,00;3.339.902;6.996.511,00
CEAGESP-Araraquara;Araraquara;SP;08/2016;0;0,00;3.429.878;8.591.551,60;0;0,00;3.429.878;8.591.551,60
CEAGESP-Araraquara;Araraquara;SP;07/2017;0;0,00;3.350.266;7.271.275,50;0;0,00;3.350.266;7.271.275,50
CEAGESP-Araraquara;Araraquara;SP;06/2017;0;0,00;3.668.149;7.560.028,30;0;0,00;3.668.149;7.560.028,30
CEAGESP-Araraquara;Araraquara;SP;05/2017;0;0,00;3.722.092;8.194.928,00;0;0,00;3.722.092;8.194.928,00
CEAGESP-Araraquara;Araraquara;SP;04/2017;0;0,00;3.669.957;8.435.518,00;0;0,00;3.669.957;8.435.518,00
CEAGESP-Araraquara;Araraquara;SP;03/2018;0;0,00;4.240.293;10.657.139,45;0;0,00;4.240.293;10.657.139,45
CEAGESP-Araraquara;Araraquara;SP;03/2017;0;0,00;4.480.918;9.913.432,50;0;0,00;4.480.918;9.913.432,50
CEAGESP-Araraquara;Araraquara;SP;02/2018;0;0,00;3.909.276;9.652.616,25;0;0,00;3.909.276;9.652.616,25
CEAGESP-Araraquara;Araraquara;SP;02/2017;0;0,00;3.870.091;8.550.748,20;0;0,00;3.870.091;8.550.748,20
CEAGESP-Araraquara;Araraquara;SP;12/2017;0;0,00;4.793.083;13.462.445,35;0;0,00;4.793.083;13.462.445,35
CEAGESP-Araraquara;Araraquara;SP;01/2019;0;0,00;3.972.901;10.329.192,47;0;0,00;3.972.901;10.329.192,47
CEAGESP-Araraquara;Araraquara;SP;02/2019;0;0,00;3.565.200;9.987.567,53;0;0,00;3.565.200;9.987.567,53
CEAGESP-Araraquara;Araraquara;SP;11/2019;0;0,00;3.679.035;8.283.424,58;0;0,00;3.679.035;8.283.424,58
CEAGESP-Araraquara;Araraquara;SP;11/2018;0;0,00;3.273.090;8.468.692,45;0;0,00;3.273.090;8.468.692,45
CEAGESP-Araraquara;Araraquara;SP;10/2019;0;0,00;4.263.868;9.858.850,89;0;0,00;4.263.868;9.858.850,89
CEAGESP-Araraquara;Araraquara;SP;10/2018;0;0,00;3.712.813;9.015.886,51;0;0,00;3.712.813;9.015.886,51
CEAGESP-Araraquara;Araraquara;SP;09/2019;0;0,00;3.603.630;8.574.023,02;0;0,00;3.603.630;8.574.023,02
CEAGESP-Araraquara;Araraquara;SP;09/2018;0;0,00;4.029.306;8.002.325,00;0;0,00;4.029.306;8.002.325,00
CEAGESP-Araraquara;Araraquara;SP;08/2019;0;0,00;3.309.677;8.924.319,88;0;0,00;3.309.677;8.924.319,88
CEAGESP-Araraquara;Araraquara;SP;08/2018;0;0,00;4.511.503;8.232.690,55;0;0,00;4.511.503;8.232.690,55
CEAGESP-Araraquara;Araraquara;SP;07/2019;0;0,00;3.451.951;9.647.440,13;0;0,00;3.451.951;9.647.440,13
CEAGESP-Araraquara;Araraquara;SP;07/2018;0;0,00;3.755.121;7.563.723,27;0;0,00;3.755.121;7.563.723,27
CEAGESP-Araraquara;Araraquara;SP;06/2019;0;0,00;2.965.865;8.288.638,52;0;0,00;2.965.865;8.288.638,52
CEAGESP-Araraquara;Araraquara;SP;06/2018;0;0,00;3.821.668;8.989.703,50;0;0,00;3.821.668;8.989.703,50
CEAGESP-Araraquara;Araraquara;SP;05/2019;0;0,00;3.613.607;9.429.623,24;0;0,00;3.613.607;9.429.623,24
CEAGESP-Araraquara;Araraquara;SP;05/2018;0;0,00;2.930.945;7.308.099,20;0;0,00;2.930.945;7.308.099,20
CEAGESP-Araraquara;Araraquara;SP;04/2019;0;0,00;3.660.126;10.280.230,40;0;0,00;3.660.126;10.280.230,40
CEAGESP-Araraquara;Araraquara;SP;04/2018;0;0,00;3.843.009;9.748.207,00;0;0,00;3.843.009;9.748.207,00
CEAGESP-Araraquara;Araraquara;SP;03/2019;0;0,00;3.723.278;10.971.648,50;0;0,00;3.723.278;10.971.648,50
CEAGESP-Araraquara;Araraquara;SP;12/2018;0;0,00;4.579.241;10.814.399,57;0;0,00;4.579.241;10.814.399,57
